:START_ID,:END_ID,:TYPE,ratio,rule_type,description
pañcāśra_kuṇḍa_vṛtta_vyāsa,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,1.2857,MEASUREMENT,The construction circle for a pentagonal firepit has a diameter that is nine-sevenths (9/7) of the reference square area's width.
pañcāśra_kuṇḍa_pārśva_vistāra,caturastra_kṣetra_vistāra,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,The width of each of the five sides of a pentagonal firepit is three-quarters (3/4) of the width of the reference square area.
siddha_maṇḍapa,prāsāda_mukha,LOCATED_AT,,SPATIAL,A pavilion of the Siddha type is placed in front of a temple.
siddha_maṇḍapa_adhiṣṭhāna,prāsāda_adhiṣṭhāna,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The base (adhisthana) of a Siddha pavilion, when placed before a temple, should have dimensions identical to the temple's base."
siddha_maṇḍapa_stambha,prāsāda_stambha,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The pillars (stambha) of a Siddha pavilion, when placed before a temple, should have dimensions identical to the temple's pillars."
siddha_maṇḍapa_prastara,prāsāda_prastara,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,"The entablature (prastara) of a Siddha pavilion, when placed before a temple, should have dimensions identical to the temple's entablature."
kumbhalata,siddha_maṇḍapa_bhitti,LOCATED_AT,,SPATIAL,The kumbalata motif is used to decorate the walls of a Siddha pavilion.
bhadra_2,mukha_madhya,LOCATED_AT,,SPATIAL,A porch (bhadra) is located in the middle of the facade.
bhadra_nirgama,stambha_vyāsa,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The projection of a porch (bhadra) can be equal to the diameter of the pillars.
bhadra_nirgama,stambha_vyāsa,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The projection of a porch (bhadra) can be double the diameter of the pillars.
bhadra_nirgama,stambha_vyāsa,HAS_DIMENSION_RATIO,3.0,MEASUREMENT,The projection of a porch (bhadra) can be triple the diameter of the pillars.
torana_3,bhadramukha,LOCATED_AT,,SPATIAL,Archways (torana) are located in front of the porch (bhadra).
akhiladevatā,bhadra_alaṅkāra,LOCATED_AT,,SPATIAL,Divine images (akhiladevata) are depicted on the decorative elements of the porch.
MandapaBhitti,PrasadaBhitti,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The thickness of a pavilion's wall can be equal to the thickness of the main shrine's wall.
MandapaBhitti,PrasadaBhitti,HAS_DIMENSION_RATIO,0.75,MEASUREMENT,The thickness of a pavilion's wall can be three-quarters of the thickness of the main shrine's wall.
MandapaBhitti,PrasadaBhitti,HAS_DIMENSION_RATIO,0.667,MEASUREMENT,The thickness of a pavilion's wall can be two-thirds of the thickness of the main shrine's wall.
mukhamandapa,mandapa_6,PART_OF,,HIERARCHY,A pavilion (Mandapa) may comprise a porch (Mukhamandapa).
antarala_2,mandapa_6,PART_OF,,HIERARCHY,A pavilion (Mandapa) may comprise a covered passage (Antarala).
mandapa_6,prasada,LOCATED_AT,,SPATIAL,A pavilion (Mandapa) is generally located in front of all types of temples (Prasada).
PadmakaMandapa,mandapa_6,IS_A,,HIERARCHY,"The Padmaka is a type of pavilion. It is square, four units wide, has four doors, thirty-six pillars, twenty-eight false dormer windows, and is suitable for gods' baths."
mukhamandapa,PadmakaMandapa,PART_OF,,HIERARCHY,The Padmaka pavilion has a porch (Mukhamandapa) in front and behind.
mukhamandapa,PadmakaMandapa,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The width of the porch (2 units) is half the width of the Padmaka pavilion (4 units).
angana_3,PadmakaMandapa,PART_OF,,HIERARCHY,The Padmaka pavilion has a central inner court (Angana).
Vitanaka,angana_3,PART_OF,,HIERARCHY,The inner court (Angana) of a Padmaka pavilion is covered by a lantern roof (Vitanaka).
Vitanaka,PadmakaMandapa,HAS_DIMENSION_RATIO,0.5,MEASUREMENT,The width of the lantern roof (2 units) is half the width of the Padmaka pavilion (4 units).
sopana,PadmakaMandapa,LOCATED_AT,,SPATIAL,A stairway (Sopana) is located on each facade of the Padmaka pavilion.
HalaBhitti,karna_2,LOCATED_AT,,SPATIAL,Ploughshare walls (HalaBhitti) are located at the corners (Karna) of the Padmaka pavilion.
PadmakaMandapa_YagaVariant,PadmakaMandapa,IS_A,,HIERARCHY,"A variant of the Padmaka pavilion has a single access and an inner court open to the sky, making it suitable for sacrifice rites (Yaga)."
BhadrakaMandapa,mandapa_6,IS_A,,HIERARCHY,"The Bhadraka is a type of pavilion. It is square, five units wide, has thirty-two pillars, twenty-four false dormer windows, and is suitable for dance and bathing rites."
angana_3,BhadrakaMandapa,HAS_DIMENSION_RATIO,0.6,MEASUREMENT,The width of the central court (3 units) is 0.6 times the total width of the Bhadraka pavilion (5 units).
alindra_2,BhadrakaMandapa,HAS_DIMENSION_RATIO,0.2,MEASUREMENT,The width of the surrounding portico (1 unit) is 0.2 times the total width of the Bhadraka pavilion (5 units).
kumbhalata,BhadrakaMandapaBhitti,PART_OF,,HIERARCHY,Kumbhalata decoration is a feature of the walls of a Bhadraka pavilion.
BhadrakaMandapa,prasada,LOCATED_AT,,SPATIAL,The Bhadraka pavilion can be on the same level as the main temple.
BhadrakaMandapa,prasada,LOCATED_BELOW,,SPATIAL,The Bhadraka pavilion may be located at a level lower than the main temple by a factor of one-tenth or one-eighth.
SivaMandapa,mandapa_6,IS_A,,HIERARCHY,"The Siva is a type of pavilion. It is square, six units wide, has sixty pillars, and twenty-four false dormer windows. It can be installed near any building."
agra,SivaMandapa,PART_OF,,HIERARCHY,The Siva pavilion has a forepart (Agra) on each facade.
agra,SivaMandapa,HAS_DIMENSION_RATIO,0.333,MEASUREMENT,The width of the forepart (2 units) is one-third the total width of the Siva pavilion (6 units).
VedaMandapa,mandapa_6,IS_A,,HIERARCHY,"The Veda is a type of pavilion. It is square, seven units wide, has sixty pillars, and thirty-two false dormer windows. Its central court may be covered or open to the sky."
angana_3,VedaMandapa,HAS_DIMENSION_RATIO,0.428,MEASUREMENT,The width of the inner court (3 units) is approximately 0.428 times the total width of the Veda pavilion (7 units).
mukhamandapa,VedaMandapa,PART_OF,,HIERARCHY,The Veda pavilion has a porch (Mukhamandapa) on its front facade.
mukhamandapa,VedaMandapa,HAS_DIMENSION_RATIO,0.428,MEASUREMENT,The width of the porch (3 units) is approximately 0.428 times the total width of the Veda pavilion (7 units).
veda_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,"The Veda is a type of pavilion (mandapa) suitable for the audiences of gods and kings, and for rites such as consecration."
vitana,veda_maṇḍapa,LOCATED_AT,,SPATIAL,A canopy (vitana) is located in the middle of the Veda pavilion.
bhitti,veda_maṇḍapa,PART_OF,,HIERARCHY,A wall (bhitti) may optionally be used to close any of the facades of the Veda pavilion.
alaṅkṛta_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,The Alankrta is a type of square pavilion (mandapa) defined as being eight units wide and containing eighty pillars.
angana_3,alaṅkṛta_maṇḍapa,LOCATED_AT,,SPATIAL,"A lantern-covered inner court (angana), four units wide, is located in the center of the Alankrta pavilion."
bhadra_2,alaṅkṛta_maṇḍapa,PART_OF,,HIERARCHY,"A porch (bhadra), two units wide, is located on each facade of the Alankrta pavilion."
dvara_4,bhadra_2,PART_OF,,HIERARCHY,Each porch of the Alankrta pavilion has a door (dvara) with a side stairway.
kunda_2,alaṅkṛta_maṇḍapa,LOCATED_AT,,SPATIAL,A basin (kunda) may optionally be placed in the center of an Alankrta pavilion.
vīthikā,alaṅkṛta_maṇḍapa,PART_OF,,HIERARCHY,"In an Alankrta pavilion with a central basin, the basin is surrounded by a one-unit wide walkway (vithika) and a two-unit wide gallery."
alaṅkṛta_maṇḍapa,grama,LOCATED_AT,,SPATIAL,"The Alankrta pavilion is prescribed to be installed in the center of a settlement, such as a village (grama)."
darbha_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,"The Darbha is a type of square pavilion (mandapa), nine units wide, with one hundred pillars. It is used for the worship of the nine sons of Brahma."
bhadra_2,darbha_maṇḍapa,PART_OF,,HIERARCHY,The Darbha pavilion has foreparts (bhadra) that are three units wide and project by one unit.
halabhitti,darbha_maṇḍapa,LOCATED_AT,,SPATIAL,Ploughshare walls (halabhitti) are located at the corners (karna) of the Darbha pavilion.
vitana,darbha_maṇḍapa,PART_OF,,HIERARCHY,The Darbha pavilion contains nine canopies (vitana).
nāsikā,darbha_maṇḍapa,PART_OF,,HIERARCHY,The decoration of the Darbha pavilion is composed of forty-eight small false dormer windows (nasika).
darbha_maṇḍapa,prasada,LOCATED_AT,,SPATIAL,The Darbha pavilion should be situated in the middle of a palace (prasada) or a village.
kauśika_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,"The Kausika is a type of square pavilion (mandapa), ten units wide, with one hundred and twelve pillars and forty-eight false dormer windows."
angana_3,kauśika_maṇḍapa,PART_OF,,HIERARCHY,"The Kausika pavilion comprises nine inner courts (angana) covered by lanterns, with one-unit intervals between them."
adhisthana,kauśika_maṇḍapa,PART_OF,,HIERARCHY,The Kausika pavilion is constructed with a base (adhisthana).
jātika_maṇḍapa,kauśika_maṇḍapa,IS_A,,HIERARCHY,"The Jatika is a subtype of Kausika pavilion that is perfectly square, having no foreparts."
nanda_maṇḍapa,kauśika_maṇḍapa,IS_A,,HIERARCHY,The Nanda is a subtype of Kausika pavilion that has a forepart (bhadra) on only one facade.
bhadrakauśika_maṇḍapa,kauśika_maṇḍapa,IS_A,,HIERARCHY,The Bhadrakausika is a subtype of Kausika pavilion that has foreparts (bhadra) on two of its facades.
jayakośa_maṇḍapa,kauśika_maṇḍapa,IS_A,,HIERARCHY,The Jayakosa is a subtype of Kausika pavilion that has foreparts (bhadra) on three of its facades.
pūrṇakośa_maṇḍapa,kauśika_maṇḍapa,IS_A,,HIERARCHY,The Purnakosa is a subtype of Kausika pavilion that has foreparts (bhadra) on all four of its facades.
kuladhāraṇa_maṇḍapa,mandapa_6,IS_A,,HIERARCHY,"The Kuladharana is a type of square pavilion (mandapa), eleven units wide."
vīthikā,kuladhāraṇa_maṇḍapa,PART_OF,,HIERARCHY,The Kuladharana pavilion is surrounded on the outside by a gallery (vithika) that is one unit wide.
angana_3,kuladhāraṇa_maṇḍapa,LOCATED_AT,,SPATIAL,"The Kuladharana pavilion has square inner courts (angana) of two units in the four corners, and elongated courts (two by three units) in the middle of the four facades."
vitana,kuladhāraṇa_maṇḍapa,LOCATED_AT,,SPATIAL,"A square canopy (vitana), three units wide, is located in the middle of the Kuladharana pavilion."
śālā_7,vitana,LOCATED_ABOVE,,SPATIAL,A lantern (sala) is placed on top of the central canopy of the Kuladharana pavilion.
vīthikā,kuladhāraṇa_maṇḍapa,PART_OF,,HIERARCHY,Walkways (vithika) are arranged to cross at right angles between the inner courts of the Kuladharana pavilion.
kuladharani,mandapa_6,IS_A,,HIERARCHY,The Kuladharana is a type of square pavilion (mandapa).
prastara_3,kuladharani,PART_OF,,HIERARCHY,The Kuladharana pavilion features an entablature (prastara) as an upper component.
kuta_7,prastara_3,PART_OF,,HIERARCHY,The entablature (prastara) of the Kuladharana pavilion is adorned with aediculae (kuta).
pañjara_3,prastara_3,PART_OF,,HIERARCHY,The entablature (prastara) of the Kuladharana pavilion is adorned with niches (panjara).
bodbaka,kuladharani,PART_OF,,HIERARCHY,The Kuladharana pavilion is specified to have nine 'bodbaka'.
bhitti,kuladharani,PART_OF,,HIERARCHY,"The Kuladharana pavilion may optionally be enclosed by walls (bhitti), depending on its intended function."
sukhanga,mandapa_6,IS_A,,HIERARCHY,The Sukhanga is a type of square pavilion (mandapa).
sukhanga,aṁśa_3,HAS_DIMENSION_RATIO,12.0,MEASUREMENT,The overall width of the Sukhanga pavilion is defined as 12 units (amsa).
angana_3,sukhanga,PART_OF,,HIERARCHY,The Sukhanga pavilion contains multiple inner courts (angana).
angana_3,karna_2,LOCATED_AT,,SPATIAL,"In the Sukhanga pavilion, inner courts (angana) are located in each corner (karna)."
angana_3,bhadra_2,LOCATED_AT,,SPATIAL,"In the Sukhanga pavilion, inner courts (angana) are located in the middle of the four facades (bhadra)."
angana_3,madhya,LOCATED_AT,,SPATIAL,"In the Sukhanga pavilion, an inner court (angana) is located in the centre (madhya)."
angana_3,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The inner courts of the Sukhanga pavilion have a width of 2 units (amsa).
śālā_7,angana_3,LOCATED_ABOVE,,SPATIAL,The inner courts (angana) of the Sukhanga pavilion may optionally be covered by a lantern (sala).
alindra_2,sukhanga,PART_OF,,HIERARCHY,The Sukhanga pavilion has a gallery (alinda) around its exterior.
alindra_2,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The exterior gallery (alinda) of the Sukhanga pavilion is 1 unit (amsa) wide.
mukhamandapa,sukhanga,PART_OF,,HIERARCHY,The Sukhanga pavilion has a forepart (mukhamandapa) on each of its facades.
mukhamandapa,aṁśa_3,HAS_DIMENSION_RATIO,4.0,MEASUREMENT,The foreparts (mukhamandapa) of the Sukhanga pavilion are 4 units (amsa) wide.
mukhamandapa,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The foreparts (mukhamandapa) of the Sukhanga pavilion project outwards by 2 units (amsa).
sopana,mukhamandapa,PART_OF,,HIERARCHY,Each forepart (mukhamandapa) of the Sukhanga pavilion is provided with a side stairway (sopana).
stambha_5,sukhanga,PART_OF,,HIERARCHY,The Sukhanga pavilion is supported by a total of one hundred and sixty pillars (stambha).
stambha_5,adhisthana,LOCATED_ABOVE,,SPATIAL,The pillars (stambha) of a pavilion are supported by its base (adhisthana).
saukhya_2,mandapa_6,IS_A,,HIERARCHY,The Saukhya is a type of square pavilion (mandapa).
saukhya_2,aṁśa_3,HAS_DIMENSION_RATIO,13.0,MEASUREMENT,The overall width of the Saukhya pavilion is defined as 13 units (amsa).
alindra_2,saukhya_2,PART_OF,,HIERARCHY,The Saukhya pavilion has a portico (alinda) that runs all around it.
alindra_2,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The portico (alinda) of the Saukhya pavilion is 2 units (amsa) wide.
vīthikā,saukhya_2,PART_OF,,HIERARCHY,The Saukhya pavilion includes a walkway (vithika).
vīthikā,aṁśa_3,HAS_DIMENSION_RATIO,1.0,MEASUREMENT,The walkway (vithika) of the Saukhya pavilion is 1 unit (amsa) wide.
vitana,madhya,LOCATED_AT,,SPATIAL,"In the Saukhya pavilion, a canopy (vitana) is located in the centre."
śālā_7,vitana,LOCATED_ABOVE,,SPATIAL,The central canopy (vitana) of the Saukhya pavilion is surmounted by a lantern (sala).
śālā_7,aṁśa_3,HAS_DIMENSION_RATIO,3.0,MEASUREMENT,The central lantern (sala) of the Saukhya pavilion is 3 units (amsa) wide.
stūpi,śikhara,PART_OF,,HIERARCHY,A roof (sikhara) is typically crowned with a finial (stupi).
angana_3,aṁśa_3,HAS_DIMENSION_RATIO,3.0,MEASUREMENT,"In the Saukhya pavilion, the elongated inner courts located at the facades are 3 units (amsa) long."
stambha_5,saukhya_2,PART_OF,,HIERARCHY,The Saukhya pavilion is provided with one hundred and eighty-four pillars (stambha).
garbha_3,mandapa_6,IS_A,,HIERARCHY,The Garbha is a type of square pavilion (mandapa).
garbha_3,aṁśa_3,HAS_DIMENSION_RATIO,14.0,MEASUREMENT,The overall width of the Garbha pavilion is defined as 14 units (amsa).
angana_3,aṁśa_3,HAS_DIMENSION_RATIO,2.0,MEASUREMENT,The central inner court (angana) of the Garbha pavilion is 2 units (amsa) wide.
alindra_2,angana_3,LOCATED_AT,,SPATIAL,"In the Garbha pavilion, a gallery (alinda) surrounds the central inner court (angana)."
vīthikā,alindra_2,LOCATED_AT,,SPATIAL,"In the Garbha pavilion, a passage (vithika) open to the sky is located around the central gallery (alinda)."
angana_3,aṁśa_3,HAS_DIMENSION_RATIO,4.0,MEASUREMENT,"In the Garbha pavilion, the elongated inner courts at the facades are 4 units (amsa) long."
stambha_5,garbha_3,PART_OF,,HIERARCHY,The Garbha pavilion is supported by two hundred and eight pillars (stambha).
malya,mandapa_6,IS_A,,HIERARCHY,The Malya is a type of square pavilion (mandapa).
malya,aṁśa_3,HAS_DIMENSION_RATIO,15.0,MEASUREMENT,The overall width of the Malya pavilion is defined as 15 units (amsa).
vitana,aṁśa_3,HAS_DIMENSION_RATIO,3.0,MEASUREMENT,"The central element of the Malya pavilion, whether a canopy (vitana) or inner court (angana), is 3 units (amsa) wide."
angana_3,aṁśa_3,HAS_DIMENSION_RATIO,5.0,MEASUREMENT,"In the Malya pavilion, the elongated inner courts are 5 units (amsa) long, which is one unit more than in the Garbha type."
stambha_5,malya,PART_OF,,HIERARCHY,The Malya pavilion is supported by two hundred and thirty-two pillars (stambha).
mālyādbhuta_maṇḍapa,caturasra_maṇḍapa,IS_A,,HIERARCHY,The Malyadbhuta pavilion is classified as a type of square pavilion (caturasra maṇḍapa).
mālyādbhuta_maṇḍapa,aṁśa_3,HAS_DIMENSION_RATIO,16.0,MEASUREMENT,The overall width of the Malyadbhuta pavilion is specified as sixteen units (aṁśa).
angana_3,mālyādbhuta_maṇḍapa,PART_OF,,HIERARCHY,A central inner court (aṅgaṇa) is a component of the Malyadbhuta pavilion.
angana_3,madhya,LOCATED_AT,,SPATIAL,The inner court (aṅgaṇa) of the Malyadbhuta pavilion is located at its centre (madhya).
